name;serving_size;energy_kcal;protein_g;carbohydrate_g;fat_g;sugar_g;sodium_mg;fiber_g
san remo pasta sauce spinach fettuccine(mentah);6 g;457.0;15.0;89.0;2.5;4.0;0.0;6.0
Ongol-ongol sagu;0.50 g;111.0;0.3;21.2;2.7;0.0;0.0;0.3
Mangga golek;Tidak Diketahui;0.40 g;63.0;0.5;16.7;0.2;0.0;3.0
Indomie salted Egg;2 g;480.0;11.0;53.0;25.0;6.0;0.0;2.0
Sirup Sunquick Mango;0 g;45.0;0.0;10.0;0.0;9.0;0.0;0.0
Sapi; segar;Tidak Diketahui;1.30 g;123.0;10.4;0.8;8.6;0.0
Susu kental tak manis;1.50 g;138.0;7.0;9.9;7.9;0.0;140.0;0.0
Kucai;Tidak Diketahui;0.90 g;45.0;2.2;10.3;0.3;0.0;21.0
Tumis bandeng;Tidak Diketahui;1.90 g;189.0;11.3;0.6;15.7;0.0;314.0
Biji wijen;17.73 g;573.0;17.73;23.45;49.67;0.0;0.0;0.0
Domino Pizza Extravaganza;2 g;390.0;17.0;38.0;18.0;3.0;970.0;2.0
Daun kacang panjang;Tidak Diketahui;1.10 g;30.0;3.1;5.8;0.3;0.0;7.0
Kacang panjang;Tidak Diketahui;0.50 g;31.0;2.3;5.3;0.1;0.0;30.0
Terung panjang;Tidak Diketahui;0.70 g;25.0;2.1;5.3;0.1;0.0;9.0
Ubi jalar merah;Tidak Diketahui;0.60 g;151.0;1.6;35.4;0.3;0.0;92.0
Ubi jalar putih;Tidak Diketahui;0.80 g;88.0;0.4;20.6;0.4;0.0;2.0
Pork Belly;9.34 g;518.0;9.34;0.0;53.01;0.0;0.0;0.0
Nugget Ayam Akumo;13 g;340.0;13.0;30.0;19.0;0.0;610.0;0.0
NUtrijell Balanced Color Delima;1 g;0.0;0.0;3.0;0.0;1.0;15.0;1.0
Ellenka Fiber Creme;1 g;10.0;0.0;2.0;1.0;0.0;5.0;1.0
Teh pucuk harum;0 g;140.0;0.0;36.0;0.0;36.0;0.0;0.0
Sambal cuk original cabe;4 g;160.0;1.0;9.0;13.0;3.0;0.0;4.0
Sambal cuk ikan roa asap;3 g;220.0;4.0;7.0;20.0;4.0;0.0;3.0
Ladaku Merica Bubuk;0 g;10.0;0.0;2.0;0.0;0.0;0.0;0.0
gerry salut malkist rasa chocolate;2 g;130.0;2.0;19.0;5.0;5.0;120.0;0.0
Lobster;1.88 g;77.0;16.52;0.0;0.75;0.0;423.0;0.0
Teh frestea;0 g;160.0;0.0;40.0;0.0;36.0;0.0;0.0
Baked lotus paste mooncake;1.34 g;191.0;2.78;25.38;8.66;0.0;0.0;1.34
Sushi hand roll unagi;1 g;152.0;9.0;14.0;6.0;1.0;0.0;1.0
Sushi hand roll shrimp;1 g;90.0;8.0;9.0;2.0;0.5;0.0;1.0
Saboko gurita;Tidak Diketahui;4.10 g;87.0;15.7;2.6;1.5;0.0;200.0
Coklat Ritter Sport Whole Almonds;3 g;140.0;3.0;13.0;9.0;9.0;0.0;0.0
Daun paku;Tidak Diketahui;1.20 g;29.0;3.4;6.5;0.1;0.0;19.0
Ketimun krai;Tidak Diketahui;0.50 g;10.0;0.5;2.0;0.2;0.0;10.0
Kranji;Tidak Diketahui;2.90 g;315.0;2.1;73.5;1.4;0.0;0.0
Quaker 3 in 1;1 g;120.0;1.0;22.0;3.0;11.0;0.0;1.0
Ikan Teri; mentah;Tidak Diketahui;20.90 g;277.0;60.0;1.8;2.3;0.0
Heavenly Kitchen Thai Tea Latte;1 g;100.0;1.0;19.0;2.5;0.0;70.0;0.0
Milkita Assorted Milk Candy;0 g;15.0;0.0;14.0;1.5;9.0;5.0;0.0
Kundur;Tidak Diketahui;0.70 g;22.0;0.4;4.7;0.2;0.0;2.0
Lempog durian;1.90 g;320.0;3.5;63.7;5.7;0.0;0.0;4.9
Saladstop Go Geisha;5.80 g;259.2;13.6;31.2;9.6;15.9;0.0;5.8
beng beng shake it;1 g;45.0;1.0;6.0;2.5;0.0;20.0;0.0
F1 Shake Mix;9 g;100.0;9.0;13.0;1.0;0.0;180.0;0.0
Tepung bumbu kobe kentucky super crispy;1 g;70.0;2.0;14.0;0.0;1.0;0.0;1.0
Tepung bumbu kobe bakwan & perkedel;2 g;70.0;2.0;15.0;0.0;1.0;0.0;2.0
Tepung bumbu kobe pisang goreng;2 g;70.0;1.0;16.0;0.0;2.0;0.0;2.0
Tepung bumbu kobe bumbu kalasan;1 g;70.0;0.0;15.0;0.0;3.0;0.0;1.0
Tepung bumbu kobe tempe goreng;1 g;70.0;2.0;14.0;0.0;1.0;0.0;1.0
Ikan Bandeng Presto;Tidak Diketahui;6 g;296.0;17.1;11.3;20.3;0.0;0.0
Haverjoy Havermix Instant Oats & Choco Chips;4 g;25.0;4.0;25.0;3.0;0.0;10.0;0.0
Haverjoy Rolled Oats;4 g;140.0;4.0;24.0;3.5;0.0;0.0;0.0
Susu kedelai V Soy;8 g;188.0;8.0;21.0;8.5;15.0;0.0;0.0
Soyjoy;5 g;150.0;5.0;12.0;9.0;7.0;0.0;5.0
Soylicious sweetened;7 g;70.0;7.0;6.0;3.5;0.0;0.0;0.0
Keripik singkong bumbu;2.30 g;481.0;2.2;73.6;19.7;0.0;0.0;1.6
Serimping talas kebumen;2.30 g;478.0;2.5;69.2;21.2;0.0;0.0;1.7
Cadbury Dairy Milk Oreo;2 g;100.0;2.0;17.0;11.0;13.0;60.0;0.0
Top Avocado Coffee;1 g;90.0;1.0;15.0;3.0;10.0;25.0;0.0
Daun singkong ampenan;Tidak Diketahui;1.20 g;50.0;6.2;7.1;1.1;0.0;49.0
Pisang mas bali ampenan;Tidak Diketahui;0.50 g;92.0;1.4;21.0;0.2;0.0;32.0
Lawar penyu;Tidak Diketahui;1.60 g;141.0;23.0;7.6;1.5;0.0;0.0
Daun gunda serang;Tidak Diketahui;1.10 g;62.0;4.2;9.2;0.9;0.0;0.0
Penyu; masakan;Tidak Diketahui;1.20 g;174.0;13.1;2.2;12.2;0.0
Anlene (cokelat);7 g;135.0;7.0;21.0;3.0;20.0;0.0;0.0
Energen sereal cokelat;1 g;130.0;1.0;23.0;3.5;17.0;0.0;1.0
Nutrive Benecol;0 g;60.0;1.0;9.0;2.0;4.0;0.0;0.0
Sale kesemek;1.80 g;296.0;1.1;71.4;0.6;0.0;0.0;0.0
buah pir / pear;83.96 g;57.0;0.36;15.23;0.14;0.0;1.0;3.1
Ikan salmon;1.33 g;179.0;19.93;0.0;10.43;0.0;47.0;0.0
Ikan Pepetek;Tidak Diketahui;28.60 g;176.0;32.0;2.0;4.4;0.0;79.0
Ketimun; timun; segar;Tidak Diketahui;0.30 g;8.0;0.2;1.4;0.2
A&W Root beer float;0 g;350.0;2.0;77.0;5.0;64.0;0.0;0.0
Indomie tengkleng;7 g;350.0;9.0;45.0;14.0;2.0;0.0;7.0
V-soy Multigrain;1.20 g;138.0;5.4;15.2;6.0;14.0;106.0;1.2
Sukiyaki;Tidak Diketahui;0.80 g;75.0;5.6;12.2;0.4;0.0;426.0
Jules drestrooper speculoos;3 g;545.0;3.0;53.0;35.0;41.0;600.0;0.0
Balingo;Tidak Diketahui;0.30 g;15.0;0.4;3.0;0.2;0.0;2.0
Daun gunda bali;Tidak Diketahui;1.10 g;50.0;4.6;7.0;0.9;0.0;0.0
Kacang ranti polong;0.30 g;37.0;3.1;7.9;0.2;0.0;0.0;2.5
Jambu biji putih tidak berbiji;0.60 g;61.0;0.9;15.4;0.3;0.0;20.0;4.5
Kerbau; segar;Tidak Diketahui;0.80 g;79.0;18.7;0.0;0.5;0.0
Ikan Terbang;Tidak Diketahui;1.60 g;98.0;19.6;1.0;1.7;0.0;90.0
Bluberry;7.50 g;317.0;2.5;80.0;2.5;0.0;0.0;7.5
Selai Smucker's Blueberry;0 g;50.0;0.0;13.0;0.0;12.0;0.0;0.0
Gilus mix aroma vanila (isi 10 sachet);1 g;90.0;1.0;21.0;0.5;17.0;0.0;0.0
Petai;Tidak Diketahui;1.10 g;92.0;5.4;15.2;1.1;0.0;55.0
Nagasari;2.09 g;154.0;2.09;30.25;2.87;0.0;91.0;0.0
Petis ikan;3 g;165.0;20.0;20.8;0.2;0.0;0.0;0.0
Saus Curry;1 g;70.0;1.0;7.0;4.5;5.0;0.0;1.0
Bihunku white curry;2 g;220.0;2.0;38.0;6.0;4.0;0.0;0.0
Steamed Beancurd Sheet Roll;6.20 g;150.0;6.2;3.0;12.0;0.0;250.0;0.0
Froot Loops;3 g;120.0;2.0;26.0;0.5;11.0;0.0;3.0
Mcfloat;1.04 g;107.0;1.04;1.36;11.03;0.0;25.0;0.0
Daun mangkokan;Tidak Diketahui;2.20 g;57.0;3.7;11.8;0.3;0.0;0.0
Kokosan;Tidak Diketahui;0.20 g;86.0;1.6;13.0;0.2;0.0;2.0
Coolant minuman;0 g;100.0;0.0;25.0;0.0;23.0;0.0;0.0
Etira singkong stik;3 g;170.0;1.0;40.0;1.0;0.0;0.0;3.0
Kacang merah kering;2.90 g;314.0;22.1;56.2;1.1;0.0;11.0;4.0
Sariroti roti sobek coklat;2 g;370.0;7.0;56.0;13.0;17.0;250.0;2.0
Roti Mr.Bread sobek keju;5 g;200.0;5.0;33.0;6.0;0.0;250.0;0.0
Roti Sobek Cokelat Keju Sari Roti;6 g;350.0;9.0;51.0;12.0;16.0;500.0;6.0
Domba; segar;Tidak Diketahui;1.30 g;100.0;16.6;1.0;3.3;0.0
YUPI BOLICIOUS VERY STRAWBERRY;1 g;50.0;1.0;12.0;0.0;0.0;5.0;0.0
Yupi Fruit Bites;1 g;0.0;1.0;12.0;0.0;6.0;0.0;0.0
Ikan Dendeng mujahir;Tidak Diketahui;14.10 g;582.0;68.3;37.2;15.2;0.0;0.0
Dendeng mujahir goreng;Tidak Diketahui;13.10 g;598.0;74.3;9.2;26.9;0.0;0.0
chicken nugget;15.58 g;297.0;15.58;16.32;18.82;0.0;574.0;0.0
belfoods chicken Nugget crunch;15 g;290.0;15.0;15.0;19.0;0.0;460.0;0.0
Champ Combination Chicken Nugget;12 g;90.0;12.0;8.0;20.0;0.0;720.0;0.0
Selada;Tidak Diketahui;0.90 g;18.0;1.2;2.9;0.2;0.0;19.0
Selada rebus;0.70 g;19.0;2.7;2.9;0.2;0.0;24.0;0.7
Teri belado;Tidak Diketahui;10.90 g;365.0;23.7;17.5;22.3;0.0;0.0
Daun lobak;Tidak Diketahui;1.40 g;30.0;2.3;5.8;0.4;0.0;16.0
Lobak;Tidak Diketahui;0.70 g;21.0;0.9;4.2;0.1;0.0;49.0
Swallow Globe Agar Agar Bubuk Vanilla;0 g;5.0;0.0;2.0;0.0;0.0;0.0;0.0
Saboko saltan;Tidak Diketahui;0.30 g;113.0;17.1;3.0;3.6;0.0;40.0
Saboko sardin;Tidak Diketahui;7.90 g;110.0;12.9;4.9;4.3;0.0;200.0
Lawar babi;Tidak Diketahui;1.20 g;174.0;17.0;3.0;10.0;0.0;0.0
Lawara jangang;Tidak Diketahui;1.60 g;159.0;5.0;10.1;10.9;0.0;400.0
susu anlene gold plus Hi-Calsium;6 g;10.0;6.0;20.0;1.0;0.0;90.0;0.0
A&W;0 g;170.0;0.0;43.0;0.0;43.0;0.0;0.0
A&W root beer;0 g;290.0;0.0;78.0;0.0;75.0;0.0;0.0
A&W burger mozza;2 g;550.0;25.0;43.0;33.0;12.0;0.0;2.0
A&W Burger cheeseburger;1 g;398.0;15.0;39.0;21.0;9.0;0.0;1.0
V-soy Soya bean Milk Low Sugar;2.70 g;56.0;2.7;5.2;2.7;2.2;0.0;0.0
Prenagen Esensis;6 g;150.0;6.0;29.0;1.0;0.0;150.0;0.0
Pisang ketip;Tidak Diketahui;0.70 g;145.0;1.1;34.5;0.3;0.0;4.0
Sapi; dendeng; mentah;Tidak Diketahui;2.50 g;365.0;49.6;30.8;4.8
Kacang tanah rebus dengan kulit;2.30 g;360.0;13.5;12.8;31.2;0.0;32.0;0.0
